Posting Date,Quantity,Amount,Channel Name_masked,District_masked,State Name_masked,Master Variant_masked,Category_masked,Sales Leader_masked,Chain_masked,Zone_masked,NEW Category Mapping_masked,CPG_masked,RSM_masked,Master SKU_masked,Variant Code_masked,Master Flavour_masked,ASM Emp Name_masked,Category Mapping_masked,Customer Name_masked,Size_masked,Sub Channel_masked,No._masked,Sub-category_masked,Segment_masked,Source Document No._masked,Population Group_masked,Source No._masked,GT City_masked
2025-05-20,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,pofLaoAVWZYIKcZa,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,XLVSeVoQXFJXDyuP,XBOeMEMFKFirvjJr,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,SLbXHEwmvIPKJnkU,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,urmKspvpZXxoDuVh,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,zLALsrpNhTAqPMFa,LioEXjLJjyJMoorT,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,sgtywAAPpCcFcOqX,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,4.0,3013.39,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,zTosZkxvAnJUpacb,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,egLagEcEZxzIgqkL,FRCyqZftMcbnYJua,VodqToOCABfpXAzk,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,gKSzJXCaSAyBGQGt,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,3.0,1928.57001,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,2.0,1285.71,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,20.0,12857.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ybFUzxWITgCoKbzX,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,HZxGddgUSIEpftnL,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,FoGwuSxxwdwgOIfT,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,15.0,10928.56995,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,gnJGWkbMcIIZmaFb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,TciKfvJxTQtPkool,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,KFGLxnVRxkuIupZu,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,2.0,1542.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,UVWdZgJyURsIDBKU,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,vaEmlgUtUWBqSZrL,UJyTNWrkDAEsHngC,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,bZwBOPvCkQmIBQhA,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-20,3.0,3616.07001,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,lgOfYjukIfHoKSNk,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,2.0,857.14,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,FsmjynPcpUMCVvir,rcyqhODBLkTSYFWs,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,nSzfAhGIcHgKaqJQ,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,fgTMDHDUYhIdMmpL,bgNfvpaxFUVZOnUt,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,gZUmJyarELrQWCfW,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,tedUbHUjwLOlndyw,klGxuBYLURmfWrKo,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,4.0,3085.72,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,YpLGxiNIKsdWzizQ,nCjRrWuaOhHtHgXO,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,IAxBfMqivwPDCWIR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,VFUOEydkKSMeXXqb,ZREvufvrSviydCuB,PnyMTWmZafddUcLd,STLPLLdzHkSdhWnP,OGULGvBzSqncgyvO,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,TlklqLlSrqYqbTVz,ecGeYITMIgSPWoEH,WsgFdddooCLbqCrZ,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,GCzdhtzElpIqNRCQ,nCjRrWuaOhHtHgXO,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,IAxBfMqivwPDCWIR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,cESrIkQWSUaFnYAv,tiOsfUcOEYTtUdiF,fUPzXYOkDzlLklBB,STLPLLdzHkSdhWnP,OGULGvBzSqncgyvO,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,mvoHTtCmjqjdSwDd,ecGeYITMIgSPWoEH,WsgFdddooCLbqCrZ,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,1767.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ekRWaMwELaFpEhcb,ZIxIoSHkxkgRkOON,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,XrTsUEmZrbQrmpSC,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,QqAkBnUkxgWstISJ,uSAyapZAgZAitIBb,nQqDvMDJnousGGTn,STLPLLdzHkSdhWnP,zIjAGijRfOZFwOzk,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,eFbrUBAHEPYbQZTQ,rmHKWmuogDmVjsBg,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,5.0,1928.57,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,shaFRjDRjHsNJQkt,zLmpweorizhUVLRj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,OwAlLzxDwXsjRWFR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,mZHuKvWhqmXrzIjp,yhJpmuTMFqOQJDzJ,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,JqGWHzOHVXAZvySQ,GkLgvIOxuZheBnZM,qbWVaSfKIdhgaApJ,EUtbXDgIXTYxoohW,nttsZhQDxyByfMzl,vRcPRjJBaeeGpCAN,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,1205.36,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,jwFbpKVSBxnVfmyO,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,RBfvPpEbgiVUqkQs,enpLutCKqdTyqUVx,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,wRqFKfndUkFXLiLL,EUtbXDgIXTYxoohW,WjcIyeRbigpbTSxb,lJUrbSVgQsUrcDNb,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,cFGoPwBEtYobdbXY,nCjRrWuaOhHtHgXO,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,IAxBfMqivwPDCWIR,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,knTJDwbIkXEzHTfQ,GXouEcUeCbpAmcNt,UXOAoAapIKRQRfPS,STLPLLdzHkSdhWnP,OGULGvBzSqncgyvO,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,bFdOrrvhMSysKlpV,ecGeYITMIgSPWoEH,WsgFdddooCLbqCrZ,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,pofLaoAVWZYIKcZa,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,XLVSeVoQXFJXDyuP,XBOeMEMFKFirvjJr,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,SLbXHEwmvIPKJnkU,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,2.0,1506.7,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,urmKspvpZXxoDuVh,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,zLALsrpNhTAqPMFa,LioEXjLJjyJMoorT,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,sgtywAAPpCcFcOqX,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,753.35,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,zTosZkxvAnJUpacb,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,egLagEcEZxzIgqkL,FRCyqZftMcbnYJua,VodqToOCABfpXAzk,STLPLLdzHkSdhWnP,TfVaawKoiQZOOOwF,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,gKSzJXCaSAyBGQGt,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,4.0,3013.39,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,BFqfirUQhwZfVYoU,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ZaPcKBJSFYoTVdsx,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,hzLmVqSiKlPLhQpi,ybDntsYyETqylUhw,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fsvlTZcvRGZPbTjO,GkLgvIOxuZheBnZM,kBYcolktdJaPDEPc,EUtbXDgIXTYxoohW,JFispaIGsJWzUcBq,InUPNAYGIuAbTANr,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,12.0,3642.86004,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,hsrFCoksqMWgoQrj,oWTjINBmrdzsyHAE,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JEFpHmyTWmHPezrp,TkMTQjQCogGzJXVn,BOkAFnBztHupjbQZ,STLPLLdzHkSdhWnP,PYyNKXyjbHmOrFKZ,GkLgvIOxuZheBnZM,CIQBOFevtQlZUKSW,EUtbXDgIXTYxoohW,TSDouFgOnyVeGCDq,wQwkjsPTfepqfsJg,XwAqwVastAkqbXtR,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,5.0,3214.29,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,oCTtxXJsPpHruSIG,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,OiRIVKrYzomIKgvz,bvLOWJciQBakTNqr,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,JHYmQFZEEYkWdtoK,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,4.0,2571.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,conylQBIdQtcIWwb,ghWpxLRTMAzTVcwP,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,kqfRRulIWvUElvyk,kmaGHWUiMuYPHzSG,wFfMlgsKzEKfqypT,STLPLLdzHkSdhWnP,AEnOdKvUoiQUzFaZ,GkLgvIOxuZheBnZM,LiwlOhaPTZLrXjmO,EUtbXDgIXTYxoohW,jvnkGmzLoaOJbegP,XWRcuQXKxuIQORRD,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,16.0,10285.71008,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ybFUzxWITgCoKbzX,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,dhzqHhJHVaqOUqPl,HZxGddgUSIEpftnL,ABxjXHjtzIvqLkUF,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,FoGwuSxxwdwgOIfT,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,25.0,18214.29,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,gnJGWkbMcIIZmaFb,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,oVnnxgcqaLAhrPLC,TciKfvJxTQtPkool,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,sKrhgXChxLdpzsGU,EUtbXDgIXTYxoohW,KFGLxnVRxkuIupZu,dhhcsDaGPPrrSYqq,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,1.0,771.43,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,MWvqZWLnWbvUNBBY,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,UTikVRGpAaRHrKYU,ZrgKAkpPXokBbVPx,AdWhvFYOLhfvcVSg,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,QIFlhPmKIUmUbkcS,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,2.0,1542.86,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,ljcVUnBHrKNugwsk,DuiUtaeqTJQtnUNM,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,fMxDEIkxQxUJIjuV,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,MQKIEsFHXejlWsGN,iNuEnWFGQnhwLFxC,HMLpeJCHhUaZtIcl,STLPLLdzHkSdhWnP,rJvNFViqZmJDhjNw,GkLgvIOxuZheBnZM,yaGGJYLxKkRdIuhw,EUtbXDgIXTYxoohW,xDDUGEnshQTpCjnc,LBvKglOpMVqqZPXM,XWPsgznfBUQTUWyX,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
2025-05-26,5.0,6026.79,cbfnoGMbJmTPSIAo,FzPDjqipVJIqVLBL,fyNsDOjkOZvAONKz,eukGvrDOVGRXeTSu,JTsiwtCBJfGlzGmj,JPuVzWwXlFfvwNIV,YzcwdEZQTWLgHfQP,uMImZPmMMhsUdVmH,ezRybcFBDAlaKcQe,skcsMvBhRjemEFpa,bGnOHxbCzvZNDwNu,JUWvhNZcYOuptIBs,VOKwIsPfOFrVNhBe,cezTjAabGcizwJKT,STLPLLdzHkSdhWnP,fbdWSUHOikQqiZVh,GkLgvIOxuZheBnZM,akufbaYRkkEMJZix,EUtbXDgIXTYxoohW,PhttVjxVZSdKRyLm,iAUJKiyxISouOlEp,VomUcrtigEMuntSI,tWInAbawkiWqZoJh,RCDHsAtBUTYQOyMC,wJlkPrAStSQKGYRo,JmGbwEvTRpwWcbwY
